F606W err (muJy),F814W err (muJy),F125W err (muJy),F160W err (muJy),F606W/F814W err,F814W/F125W err,F125W/F160W err
0.0200046,0.0248723,0.0362993,0.0318525,0.09624232422662118,0.08008031250358952,0.08355419981294335
0.00817912,0.00994133,0.0146187,0.0127673,0.18814452034170306,0.12596282386279598,0.21300079909545688
0.0146985,0.017623,0.0199538,0.0171887,0.10111998461831216,0.08307981779363234,0.07103673560583346
0.0480991,0.0638492,0.0705055,0.0603109,0.012149763508068418,0.012097665733252232,0.011370222753265337
0.00966739,0.0116241,0.0136231,0.0124807,0.36955979097949193,0.20154719211706296,0.1840430777572168
0.0165722,0.0220853,0.0310983,0.0265435,0.032548901606895955,0.046991977182817765,0.04816574611216764
0.0161258,0.021021,0.0244102,0.0205566,0.285410463215059,0.339147329767467,0.29513879029127016
0.0106098,0.0133059,0.0190759,0.0167659,0.12097641417929599,0.08308896286671828,0.10426984935778091
0.0123324,0.0149338,0.0182931,0.0160591,0.7918272770558192,0.14895471056981024,0.15691555875125648
0.0680587,0.0850448,0.099923,0.0928278,0.48904443625701605,0.6058619401542457,0.3061664831662921
0.0292627,0.036114,0.0416693,0.0375679,0.6088182725924327,0.1804487150414054,0.15123290318984914
0.0114387,0.014673,0.0260435,0.0225672,0.055755977002428625,0.026665412433179485,0.03404068443055359
0.00861948,0.0114971,0.0129826,0.0118523,0.2572748770946085,0.3220526590059127,0.14681329019845069
0.0120318,0.0159916,0.012283,0.0110678,0.251970749765526,0.35795166643567183,0.19876590831692095
0.0111193,0.0132582,0.0154921,0.0140133,0.3732047494555544,0.41816423512538353,0.15966248142742814
0.0168612,0.0204022,0.0228324,0.0202442,0.1377756952587251,0.08238212000221046,0.08236331756986227
0.0451904,0.0556434,0.0602722,0.0517684,0.017332812818391143,0.015235447700493928,0.014859002048557075
0.018973,0.0308794,0.0402042,0.032482,0.012836607356778515,0.010044230937967491,0.01351815640767989
0.0123876,0.0152791,0.0221003,0.0198238,0.2670097480745356,0.14464339870004397,0.15732970872506596
0.0104192,0.0129758,0.018478,0.0167638,0.12783726613037,0.07063077244462558,0.07423085723824861
0.0185057,0.0233234,0.0269938,0.0228636,0.20055271448542308,0.18948377073672606,0.16315661000869397
0.0153213,0.0196513,0.0216332,0.0191535,0.08531592607362368,0.09656163088654761,0.07704219254412699
0.0102295,0.0138018,0.018862,0.0172465,0.07261934953713084,0.10383291908067398,0.10628973164922197
0.00780672,0.0101838,0.0126164,0.0108835,0.1963901881249921,0.1659084569722172,0.17708917956178244
0.0095476,0.0115208,0.0170655,0.014808,0.16485844663691968,0.05622406392580227,0.0984144433025353
0.0242527,0.0317791,0.0420733,0.0360052,0.04098096343066297,0.06087835493316576,0.055170834005838616
0.0168414,0.0207861,0.0323551,0.0283009,0.12420820793746783,0.11804547850666987,0.14883833489135345
0.0122036,0.0137029,0.0177799,0.0153427,0.1423282399322486,0.25425925940739574,0.17345978782976276
0.0299655,0.0385946,0.0465555,0.0429327,0.7165491384936159,0.4071543503333545,0.6444615894863873
0.0163144,0.0206873,0.0234007,0.0196901,0.06527723705398449,0.08291689520980845,0.10713279048675389
0.0129514,0.0176983,0.0221084,0.0204641,0.249983911972893,0.13107933590387735,0.125246763297165
0.019205,0.0229002,0.0268472,0.0240237,1.327400054015483,0.2656238394678898,0.3077879731711663
0.0120005,0.013371,0.0179547,0.0163724,0.8779766206405564,0.40654887711174653,0.2544139298994947
0.0171434,0.0220379,0.0245333,0.0212189,0.1383389286579398,0.1462975514622876,0.14471233628338923
0.0165922,0.0202355,0.0314145,0.0280513,0.16836022452461125,0.0281028681544667,0.03058833534527029
0.0148478,0.0158676,0.0186542,0.0174395,1.0864691102140809,0.6909259637856747,0.17084392560858802
0.0121392,0.0146264,0.0184431,0.0159316,0.13064401229368672,0.1503313331526504,0.15945052180698335
0.0192993,0.0239117,0.0283681,0.024599,0.170677294364335,0.10637879081066728,0.12414927702740985
0.0174243,0.0203128,0.0306268,0.0257276,0.3389897320345197,0.22424184886462326,0.2061759470146099
0.0266915,0.0341168,0.0278282,0.0243467,0.07706888724462764,0.05449114215186228,0.036329034967558876
0.0230267,0.0275948,0.0308889,0.0269113,0.11030519873500291,0.10192474608783389,0.09735795834578126
0.0329002,0.0316263,0.0204875,0.0179431,2.8927670419703757,0.29127911894045055,0.1476359249631286
0.0222666,0.026147,0.0318764,0.028574,0.054651606091964317,0.027397635781187923,0.023479144382885026
0.0227019,0.0272323,0.0380478,0.0334751,0.09076587058611464,0.10517734970238465,0.0976970924805648
0.0213302,0.0285071,0.0208086,0.0176926,0.1665302746342181,0.3090597211618941,0.2022633194635821
0.0454672,0.0658261,0.0995821,0.0866173,0.0057280613697711135,0.0044720147694289,0.005006955005632815
0.0144617,0.0165838,0.0187308,0.0161272,0.17394717519267514,0.11672727600480856,0.11154385500393406
0.0188085,0.0229311,0.0331044,0.030305,0.08902905101603256,0.0526646726033898,0.03595750087343331
0.0287534,0.0367993,0.0285493,0.0246883,0.09700141199467101,0.10514627983359842,0.07400452499832752
0.0124924,0.0161186,0.0222913,0.0196691,0.23260928670090772,0.26638472931884477,0.17680139953109708
0.0108936,0.0125828,0.0207457,0.0183777,0.21042613864427878,0.15092030432486708,0.1425157417761935
0.022097,0.0273657,0.0314972,0.0276305,0.08050251626579429,0.08512724177990301,0.0652201641524439
0.0077719,0.0103577,0.0139622,0.012372,0.11288024284454157,0.1778569238465259,0.14849553998893286
0.0409992,0.0561649,0.0839836,0.0749146,0.009663594118870512,0.006022650189968161,0.006218489687501985
0.00737296,0.00923579,0.0132204,0.0114975,0.12783149387129214,0.1212590358075138,0.1639620065789743
0.0148276,0.0179953,0.0214011,0.0188895,0.2448649056556198,0.06080424190862456,0.07168661215554632
0.0104639,0.0135566,0.0165719,0.0154589,0.4421819535562592,0.6881925283271301,0.18011552460891975
0.012652,0.0164219,0.0183608,0.0162818,0.10812552613112768,0.1317769647758042,0.09252480127233498
0.018411,0.0233082,0.0305532,0.0262705,0.026936949971746754,0.034443742750945444,0.03234959284877813
0.0185294,0.022868,0.0274174,0.0255658,0.10562594513138157,0.06272767609367118,0.049582732342179914
0.0393423,0.0487722,0.0536451,0.046423,0.12046636734580321,0.12317569355482276,0.10730898750170306
0.0191577,0.0246319,0.028775,0.0260927,0.1853662080489219,0.16837109774469694,0.19056420104379185
0.015394,0.0188365,0.0219065,0.0198458,0.4141025000691206,0.15671256674797232,0.18054389024401385
0.0264375,0.0349489,0.0442505,0.0400195,0.20347206427680092,0.09270590267897322,0.05673498057033209
0.0128503,0.0161577,0.0221716,0.0198015,0.19036887753484152,0.1143716333051996,0.0898173037107757
0.0121504,0.0161155,0.0176897,0.0162043,0.1827204187813493,0.1891317392209571,0.17690133242466907
0.025978,0.032887,0.0384437,0.0327182,0.029406674524567168,0.027788101280915512,0.03199699192983875
0.0213845,0.0257315,0.0365036,0.0386433,0.1414928765412274,0.10406675216563406,0.0828672025995446
0.0119194,0.0145308,0.0161275,0.0140282,0.1543038164477984,0.13400780439720678,0.09442287381965928
0.0104963,0.0130325,0.0143827,0.0125244,0.2692292565286027,0.20431532780093015,0.22087547620451725
0.0141574,0.0175947,0.0207762,0.018896,0.498556808632554,0.07637416072847049,0.05214246685988927
0.0198883,0.0242512,0.0329205,0.0285972,0.0292939408732944,0.03405163558916387,0.03436065717407201
0.00906265,0.0105279,0.0140369,0.0126795,0.3821525244031097,0.18106328062745686,0.14155472828212773
0.0916818,0.108489,0.0765747,0.0668419,0.023341564168012308,0.00958656755814809,0.005629202777256874
0.0176041,0.0210564,0.0297137,0.027421,0.5195283222188375,0.4897257291709834,0.2876373224103397
0.0148268,0.0178405,0.0234595,0.0201574,0.05843161830939086,0.0801580611079627,0.0663150806822612
0.0217108,0.0256201,0.0309138,0.0278667,0.13415687694121167,0.06731037322572102,0.05143021196423491
0.0123238,0.0149946,0.0164092,0.0141247,0.09751255544573915,0.08626790710190912,0.12161959402989196
0.042423,0.0539603,0.0725883,0.0640317,0.012850431127297604,0.009812925683826966,0.00973230130912823
0.0194769,0.0244533,0.028769,0.0255564,0.102886491728217,0.06781772995710057,0.046295482845553286
0.0170041,0.0258225,0.0315918,0.025581,0.020084893648254266,0.01491559154338658,0.018322812234285873
0.0120077,0.0145896,0.0210978,0.0183513,0.12522281492427362,0.06304082124703611,0.07327372377851869
0.00866772,0.0109353,0.0118969,0.0107808,0.54169116211432,0.14865462612464753,0.12075767103148793
0.0356775,0.044352,0.0486423,0.0426169,0.05919350160406577,0.07921185247797556,0.06693114383915866
0.0200912,0.0254382,0.0522374,0.0273704,0.07874626719452553,0.2389320431433187,0.1166173910084109
0.0640848,0.0677151,0.0401571,0.0343818,0.06092824432048329,0.040371295310983366,0.023647666178289575
0.0106254,0.0125902,0.0146432,0.0132185,0.15569006152901485,0.3067324237430684,0.08295555476610433
0.024303,0.0333277,0.0417515,0.0365201,0.02709641203668707,0.015406587737967912,0.014253791924854355
0.0182615,0.0217986,0.0308044,0.0284392,0.7469796793243874,0.23099050835393667,0.20069160969568894
0.0119007,0.0146565,0.0211245,0.0191093,0.18710006855008943,0.09164086693320125,0.10856842807386284
0.0163261,0.0212796,0.0305707,0.0286161,0.1473830256936575,0.029621512792192963,0.023176883765226978
0.0154211,0.0191378,0.0250741,0.0217295,0.06330224321246362,0.08634772895075349,0.08479547108965561
0.0507428,0.0641186,0.0743945,0.0686014,0.7406600649618552,1.436433354556712,0.23775062226193092
0.010373,0.0118342,0.0134137,0.0117992,0.45541957051057647,0.3531365498446675,0.17650967932684627
0.0255735,0.0303939,0.0368029,0.0325599,0.16712895804179054,0.26565130425983063,0.3035749606226004
0.0523919,0.0594256,0.0329288,0.0280445,0.0841163618531079,0.047463947667416455,0.02454397076148169
0.0132034,0.0154546,0.0211344,0.0184943,0.061130537011297816,0.06498114791672956,0.06727245908813613
0.0115333,0.0146672,0.0173942,0.015339,0.06172373598828744,0.09132120923571149,0.08430226476792248
0.014578,0.019103,0.0147007,0.012861,0.13514991640933507,0.14707905923239023,0.07893917496108065
0.0146743,0.0191027,0.0267295,0.0230533,0.23077569734132805,0.15084361162025178,0.2902168974625278
0.0887114,0.114896,0.126426,0.107321,0.004645394645847396,0.00424417351891845,0.0036322579612720458
0.0153686,0.019734,0.0250047,0.0217318,0.08785644355725879,0.052262574163461376,0.06379316485597207
0.0109141,0.0132324,0.0148931,0.0135207,0.5183292446102085,0.4050408690190431,0.1739788478347585
0.0322736,0.0385818,0.042547,0.0364323,0.03674817813682379,0.03813962756702664,0.039445528003784806
0.0231372,0.0298848,0.0321146,0.0272045,0.03210959271732186,0.03440769941694041,0.03343809339692144
0.010116,0.0119955,0.0172286,0.0148872,0.17570028053367764,0.14687759949140725,0.13592373241606062
0.0189748,0.0244849,0.0307331,0.0254507,0.01589379458702043,0.02315509185958285,0.0265989078364252
0.010728,0.0140049,0.017,0.0144987,0.04903510134739372,0.058247452566248394,0.06118775459244928
0.031153,0.0405161,0.0513026,0.0447469,0.0288329534326658,0.013243179388025156,0.013413366289364004
0.0169215,0.0194666,0.0226113,0.0183537,0.14242919298933424,0.13308973778792643,0.11016637880119219
0.0138254,0.0186203,0.0228526,0.0197177,0.07994545022063464,0.08712874204958904,0.08885984461400717
0.0184059,0.0227759,0.0248205,0.0218037,0.19385631346899393,0.24669421190360244,0.19752899171787158
0.0135633,0.0171314,0.0196711,0.017446,0.21558718405891317,0.1326856627073428,0.19087432981090258
0.0145219,0.0190171,0.0250138,0.0229589,0.11689777395431339,0.12096836453902803,0.19480949181229934
0.0162348,0.0208987,0.0235751,0.0205672,0.0657806367820915,0.07490308797850911,0.05979018130904805
0.0152996,0.0180426,0.0207416,0.0185215,0.1126493711419528,0.10056338878717007,0.04343651837785711
0.0168025,0.0208662,0.0289914,0.025148,0.05836301678050175,0.033024676633658205,0.033541846307981155
0.0103122,0.0117264,0.0156713,0.0147311,0.49634018428481724,0.20885558414143296,0.18564330175321533
0.0104313,0.0143087,0.0160309,0.0149848,0.19106289344629993,0.3828032933175235,0.22346666600849768
0.0149603,0.0181032,0.0200524,0.0175769,0.11214428645376943,0.10160862656588804,0.07308459377181191
0.0191982,0.0238132,0.0374691,0.0292813,0.37613721202346984,0.5209000975422731,0.4515474141406021
0.0265899,0.0361741,0.0446287,0.0380724,0.020159268035525688,0.015773517048233883,0.016932072919629178
0.012332,0.0143011,0.0160582,0.014063,0.16063597298812463,0.14428675988857767,0.14147908291427871
0.0102143,0.0119681,0.0128238,0.011032,0.17275176952322735,0.31828019028701354,0.1452033946300165
0.0260899,0.0328426,0.0382397,0.0322746,0.052531171717746634,0.042409629493172916,0.052240357294178495
0.0160061,0.0201863,0.0234595,0.020078,0.21096427337486084,0.14359492387350975,0.2102733370014246
0.0245292,0.0310769,0.0425672,0.0381543,0.05871225039449809,0.013076362920836542,0.014469169532649002
0.0240069,0.0297124,0.0380911,0.0340218,0.12374240274449969,0.2794956614201686,0.1181669065058526
0.0160657,0.0200352,0.0228835,0.0198707,0.062236615632560575,0.052150060890664054,0.04965911149252773
0.0376886,0.0483075,0.055198,0.0481186,0.035411218733463805,0.036589293306939205,0.03548333115816643
0.0102654,0.0130073,0.0154389,0.0150546,0.24895322841731546,0.3004101669520263,0.1254383978965383
0.0663699,0.0725377,0.0460541,0.0393462,0.04622146425444612,0.02964549278571777,0.018257283186793916
0.0157989,0.0212392,0.0230416,0.0200191,0.09675047476572698,0.14687277163848939,0.11480037237792722
0.0411749,0.0522861,0.0572346,0.0488705,0.014187215753332252,0.012757900345646644,0.0116129507623139
0.0312404,0.0445739,0.0538435,0.0451918,0.011616794117270537,0.008243995091385826,0.008927644474786774
0.0147695,0.0175351,0.0249667,0.022546,0.10475217464170077,0.10171207349631693,0.05935948960200451
0.0278579,0.0351328,0.0453873,0.0401374,0.06382623167411033,0.029541060541802538,0.026017485875174585
0.104957,0.11165,0.0786637,0.0701261,0.0680754212874979,0.01705545573670841,0.009480728196061437
0.0178042,0.0206287,0.0255205,0.0207473,0.061297018451369735,0.025501409896808106,0.050847234935045255
0.00992958,0.011713,0.0166582,0.0138622,0.24210779749329164,0.07665253708562235,0.14961216379075434
0.0132239,0.0164296,0.0187952,0.0168426,0.2381115531192635,0.23716663235005195,0.1705984208330559
0.0115822,0.0134561,0.0201259,0.0158908,0.08288826609363968,0.03272058877373647,0.11450640278678818
0.0108261,0.0140744,0.0157514,0.0134561,0.2245841084511381,0.19321637180720924,0.25427680790601864
0.0111093,0.0131121,0.0168933,0.0147474,0.2796390487389531,0.1450443252536788,0.16565030810059295
0.0538028,0.0641749,0.0915526,0.0793771,0.44974306401552094,0.4774974159246917,0.919908133883752
0.0627001,0.0621914,0.0366447,0.030378,0.06623793147489151,0.054567140727532853,0.04289812172193181
0.0137544,0.0160578,0.0185705,0.0165663,0.23253309719386692,0.08727516965339509,0.08399407992562039
0.0117699,0.0151669,0.0205562,0.0176346,0.045879577359839094,0.05514572867494605,0.07412716880438165
0.0201041,0.0245691,0.0286261,0.0249355,0.32110250797969253,0.14595221663960314,0.1473051383424463
0.0123485,0.015286,0.0245319,0.0215005,0.15858490725558042,0.10770711100369071,0.14513976411643342
0.0110837,0.0130781,0.0144199,0.0133361,0.3125678302127827,0.42724160408733775,0.10773770618432733
0.0226726,0.0270597,0.0362904,0.0305076,0.020632429403034197,0.021165196945141976,0.02136892579934116
0.0200826,0.0249126,0.0281203,0.0244992,0.07627984056182883,0.07235970728920552,0.07880330325166089
0.0412147,0.0556559,0.0567203,0.047167,0.00907916199821839,0.01054292412754144,0.009454982433833749
0.0257698,0.0313447,0.0228899,0.0187032,0.3090967585991001,0.1476892558598551,0.12189554475765851
0.04867,0.0491071,0.0312088,0.0268874,0.08476673429793244,0.037223455043816134,0.023158321317989592
0.0117116,0.0137757,0.0207619,0.0182466,0.5507400834669439,0.1231488140245904,0.1324575979358643
0.0119941,0.0148255,0.0167907,0.0149332,0.3855773085158805,0.32968778203116444,0.23217869903802218
0.0159682,0.020062,0.0229163,0.0198275,0.18637439518824714,0.09180355168236827,0.0917578102116118
0.0146461,0.0159328,0.0247835,0.0218753,0.4182662180837916,0.30844398007740165,0.28549236769947195
0.0227661,0.0248766,0.0133794,0.0115593,0.3073792364376182,0.19963256584632835,0.1413111297429573
0.018621,0.0245668,0.0333823,0.0289933,0.03782113649063057,0.0404690660254743,0.04150623919049104
0.0120773,0.0134402,0.012368,0.0110991,81.01751120687213,0.5120995365722123,0.2437645267135823
0.0200519,0.023691,0.028828,0.0252763,0.21124329922083648,0.11301591647384805,0.07609607068398955
0.0409408,0.0498193,0.0586603,0.054004,0.720082392652501,0.16197713913574488,0.23809271473186605
0.0289054,0.0379342,0.0514785,0.0440592,0.012883514634921201,0.012239800856045292,0.012793400265786162
0.0102165,0.0118114,0.0167174,0.0142572,0.4168117147982623,0.2743833851633261,0.16429997865562534
0.0246379,0.0291476,0.0199004,0.0170873,0.7064293726092838,0.36380421351269937,0.22134289096483487
0.0110955,0.0149107,0.0170769,0.0145296,0.09445325502766032,0.10735685787796527,0.1032846497355801
0.0288231,0.0396223,0.0468777,0.0399276,0.01467372218076606,0.011104409128644282,0.010578771842110401
0.0595598,0.0866559,0.105465,0.0922491,0.006648631752522304,0.004278304520750794,0.00392445567422934
0.0190244,0.0236072,0.0292236,0.0260106,0.036336685625144596,0.03094274498303159,0.022240766565331707
0.0984939,0.129663,0.133521,0.110922,0.0041095785458089736,0.004418854141836633,0.003803763905056616
0.0100573,0.0134148,0.0165321,0.01452,0.1707895217232895,0.1201631656786978,0.12484564903295517
0.0132904,0.01775,0.0208584,0.0177851,0.0571291772278637,0.043638982335341046,0.0550685397880596
0.0246898,0.0313669,0.0353781,0.0304475,0.12066870958057006,0.16490523550411879,0.22566457105251275
0.0177322,0.0217179,0.0248416,0.0214421,0.08267264419456444,0.08613001516361167,0.08243847434943045
0.0154631,0.0187607,0.0206393,0.0181243,0.17508710516386727,0.1708367079663357,0.15642894115827244
0.0164611,0.0204019,0.0236886,0.0210926,1.1337645229081539,0.34833251809305316,0.49639085785469683
0.00957232,0.0113135,0.0136372,0.0121537,0.3481013398006195,0.2677569400793286,0.20775450661978156
0.0114843,0.0145833,0.0199452,0.01723,0.10219485020148932,0.14004319593991305,0.1877267578480178
0.0598837,0.0805122,0.111142,0.096684,0.005063144076946989,0.004537081670005815,0.004417885599744879
0.017434,0.0214998,0.0323012,0.0294128,0.18423720771075233,0.058373288584588914,0.03766432687478828
0.0403048,0.0482218,0.0678278,0.0576203,1.7467142678623886,0.2088999082309745,0.1451726495652396
0.0127105,0.0149953,0.0227109,0.0192603,0.1890121011635521,0.0706429189876063,0.16320531599718943
0.0246178,0.0293849,0.0513635,0.0467173,0.14888739816631064,0.016961872143619435,0.01878130923506316
0.0287166,0.0344991,0.0240498,0.0207871,2.1110387702001896,0.3850828709057235,0.4691938117169704
0.0576911,0.0708084,0.0825121,0.0743215,0.19606331946915806,0.17216318457032934,0.09970984785772849
0.025452,0.0317313,0.0359822,0.0316065,0.03360662674611872,0.021639905675919485,0.01694573193777373
0.0301703,0.0376909,0.0426021,0.0365031,0.07149772102380582,0.0904404961217198,0.07320830423592824
0.0107578,0.0126132,0.0150488,0.0129833,0.23489622561573062,0.1772433695060803,0.14766164108004423
0.0210936,0.0270936,0.036907,0.0314867,0.02369594734204007,0.024139732671366248,0.02837448885434814
0.0163267,0.0185498,0.0225147,0.0184915,0.8928681140474573,0.4423182345475002,0.34054672293603333
0.0100238,0.0122205,0.0155392,0.0139469,0.265261268394974,0.1571146749337786,0.18564706724740052
0.0123321,0.0153883,0.0201329,0.0178228,0.08921866970302905,0.16793249876150707,0.10776025955074879
0.0138933,0.0169311,0.0196742,0.0178138,0.18862773588985707,0.23764169860801998,0.09888753989254603
0.0155839,0.0203292,0.0141055,0.0122148,0.14293378241066204,0.0818398406525215,0.0722227873053355
0.0258721,0.0319147,0.0406132,0.0353403,0.031342314523364175,0.03428561182652073,0.03372749741680077
0.0203348,0.0276118,0.0367708,0.0333564,0.11371137533640877,0.29985056157816686,0.20514610907104752
0.049836,0.0623952,0.071632,0.0627108,0.07224418431785465,0.06384251463419142,0.051992093468562574
0.00760193,0.0094306,0.0112326,0.0101005,0.514031598217441,0.25197912070518563,0.22685053256299964
0.0200828,0.0252613,0.0312429,0.0273007,0.10011530690966157,0.15544977208476451,0.12528466819872408
0.020136,0.0249187,0.0353382,0.0312915,0.09206553937528125,0.04662044899525601,0.06835640872517453
0.0129853,0.0169108,0.0234958,0.0201605,0.07645665542473422,0.0818524895840223,0.10430262329507559
0.0414174,0.0536786,0.0539591,0.0472343,0.07845738799823562,0.00978052460826161,0.007332343382329692
0.0210224,0.0269954,0.0371809,0.0314102,0.04819064913984413,0.03738446409559846,0.07429945489666273
0.0342661,0.045268,0.0523405,0.0463567,0.0649375552712157,0.060610050273862286,0.0538136935247281
0.0177969,0.0206617,0.0270679,0.0236309,0.46006260747384536,0.22989331128562374,0.22290577640945516
0.0186457,0.0229615,0.0265329,0.0229146,0.1395202302653719,0.1178091035924792,0.11746142121053521
0.0253194,0.0319531,0.0364698,0.0309344,0.05271741267068976,0.054404050597536044,0.055043801754364394
0.0282355,0.0369474,0.0513285,0.0436431,0.012095492765627085,0.012678140143216096,0.012533163172822166
0.0418132,0.0500788,0.0583244,0.0503911,1.7139959891129228,0.5471700351388765,0.8835455252291419
0.0206421,0.025059,0.0293938,0.0261614,0.3383798280659872,0.07729867827645164,0.06876675909169577
0.0422407,0.0530756,0.0626446,0.0552468,0.24853062190914188,0.22584773482531725,0.1723830242654309
0.0139239,0.0169185,0.0195214,0.0170286,0.23800350138069054,0.2974645637407009,0.185972662214911
0.0126698,0.0152451,0.0215051,0.0198372,1.0111124626081498,0.3963827035126942,0.3285797928896435
0.0175717,0.0215449,0.0284681,0.0245895,0.08317205573800149,0.035366943769386684,0.04841754927794693
0.0217039,0.0263752,0.0303519,0.0268417,0.10333240015948494,0.040280384987431514,0.036892312129076614
0.0158882,0.0206509,0.0275702,0.0244369,0.14659158923297744,0.18135479243277144,0.18359834006393883
0.00876042,0.0110948,0.014791,0.013166,0.12835727777735872,0.1513072978766728,0.13982306197340677
0.0145772,0.0178171,0.0250478,0.0218181,0.5062974075675545,0.09524127887486669,0.1397412879117235
0.0327275,0.0458321,0.0279615,0.0240819,0.04888840477313875,0.0398409903239948,0.026476094806324076
0.036227,0.0433043,0.0575598,0.0524831,0.37959404985800177,0.28090536957717793,0.1480780394952188
0.0239216,0.0312575,0.0403543,0.0342743,0.02324461496894118,0.017424725138081704,0.01932668033168329
0.00626431,0.0074859,0.0108135,0.00938122,0.21871669629301743,0.11005593846937899,0.20424185758286362
0.0130283,0.0157372,0.0235197,0.020613,0.09175704400074247,0.03540783176797713,0.050113310425766354
0.0539729,0.0535283,0.03209,0.0262602,0.921667614026814,0.6549028386837832,0.18893703937754933
0.0110879,0.0127984,0.0171676,0.0154527,0.0839658920923659,0.15774094606221736,0.07977660446434225
0.0176301,0.0192118,0.0255653,0.0230589,0.07076811126705779,0.06918444090221113,0.04816035247417514
0.0234126,0.0301618,0.0363761,0.0325426,0.1354822253602762,0.08163331199865527,0.05287131728593082
0.0548269,0.0552785,0.0354999,0.0318223,0.1587885691186463,0.08706354383845913,0.053391928296252604
0.0237946,0.0292338,0.0346479,0.0311318,0.11326383430336075,0.036242002303170436,0.03221487346764919
0.0175311,0.0208606,0.0248574,0.0221685,0.3365330691733614,0.06985109395829714,0.0612826006972141
0.032998,0.0451055,0.0567794,0.0506556,0.026658552332936854,0.012878421450990926,0.011396818162400084
0.0189968,0.0236454,0.0260721,0.0227451,0.12614886349179058,0.14013046990395403,0.08393911752072301
0.0208871,0.0256108,0.0290083,0.0231293,0.08811262385782082,0.047436352216719685,0.06165224863791958
0.011728,0.0144598,0.0198265,0.0188104,0.38384796399539034,0.15300290994580076,0.1122988178767746
0.0197957,0.0249927,0.0346232,0.0300958,0.04918010136673611,0.04166048621425822,0.04940526229903625
0.0304457,0.0363324,0.0439347,0.0431152,0.05892537395995536,0.02767076902069435,0.03473956176517348
0.0535722,0.063561,0.0917875,0.0779644,0.16660439311003591,0.12921718342718436,0.114572265204453
0.00944694,0.0116628,0.0168436,0.0146548,0.1654152241524061,0.05764110667142373,0.13364043773437279
0.0087127,0.0108075,0.0116269,0.0102949,0.2401459757930321,0.536673678857744,0.13628390274719265
0.0457997,0.0573149,0.073585,0.0615628,0.05657124397319255,0.07062527150155311,0.06308441459570656
0.023483,0.0312072,0.043485,0.0378966,0.020585998398060676,0.019531368425912583,0.020043895624116844
0.010065,0.0119684,0.0158973,0.0145674,0.3220588036211733,0.1371522517812986,0.08597030805040864
0.00858497,0.0104656,0.0134826,0.0125757,0.3150429872134018,0.6980538674576984,0.1659729646481231
0.0421962,0.049487,0.0691876,0.0590536,0.10152901905880832,0.10579646523555433,0.08019229286844906
0.0266353,0.0334542,0.0517804,0.0477039,0.10535011074289494,0.016747725595932527,0.013928985314272727
0.00887398,0.0119203,0.0129624,0.0117897,0.1785053712353004,0.8454450179263667,0.21643887802914363
0.014229,0.0175637,0.0238348,0.0211861,0.0499457456563769,0.07572853968469509,0.05277638921030201
0.0362863,0.0463609,0.0522235,0.0451984,0.023356511452121188,0.016786300260165702,0.01530102233979641
0.0100507,0.0121486,0.0174194,0.0148706,0.10275578447197853,0.052907533536028555,0.07415643582453098
0.0218492,0.0278379,0.0307699,0.0263862,0.07162864293691451,0.052475876578211976,0.05460673736405579
0.0527826,0.0632383,0.0610204,0.0534014,0.3309147811294199,0.19370932138281288,0.1666261775633578
0.0320796,0.0419846,0.059864,0.0510197,0.010776198195887052,0.0096877953596251,0.010595349236948153
0.0198764,0.0238762,0.028266,0.0235282,0.2752557632944832,0.08498298013360765,0.08867834434345565
0.0513502,0.0959253,0.151979,0.11729,0.0018286834184153805,0.0014335103103587253,0.0022931587877300587
0.024127,0.037712,0.0488363,0.040478,0.011886696932789657,0.007345555423477813,0.009297616277284846
0.00796944,0.00968558,0.0148982,0.0127739,0.41049916880785065,0.1079474064643878,0.19027417670565053
0.0194438,0.0240981,0.0357716,0.0309263,0.04252435551412483,0.023397691576971757,0.025985580774591583
0.016125,0.0166808,0.0225264,0.0196295,0.05609166715546136,0.050925188008664836,0.04478704664806029
0.0116172,0.0141203,0.0163295,0.0142197,0.22103941155770132,0.2446894499824142,0.21488048269612836
0.0124925,0.0158812,0.0199571,0.0174935,0.3138197018999238,0.23812815408494722,0.4004043390599078
0.0175408,0.0220006,0.0251603,0.0224566,0.13507041671261588,0.07221452949559598,0.050265249936801246
0.0249429,0.0356496,0.0400664,0.032751,0.012428726063953958,0.011636284428174723,0.012124806596054406
0.0119234,0.0150304,0.0183934,0.0162842,0.18123259942417977,0.16103575684668384,0.14905626055177432
0.00768773,0.00903175,0.0145066,0.0131539,0.33855059559777284,0.49931381543351316,0.26594544014181576
0.0178127,0.0224979,0.0260569,0.0232618,0.1302572703701653,0.05671203043475313,0.046461878112928894
0.0837706,0.0960706,0.0506444,0.0457842,0.03221288514742402,0.03993946332117349,0.020200036905348332
0.0128516,0.0156593,0.0227236,0.0190405,0.09315706649654877,0.03968566225091626,0.07783746015746672
0.00897769,0.0112253,0.0154015,0.0150045,0.22127926266490758,0.3255134811234656,0.14292174301694532
0.0270156,0.032878,0.0448582,0.0394031,0.04153975059570749,0.02311926704478872,0.021095436497083037
0.0144463,0.0184414,0.0252579,0.0228351,0.10486556097113572,0.12464915205034967,0.14193022499088231
0.0152711,0.0195762,0.0315691,0.0278968,0.1073454716434477,0.09354981202306732,0.18831980590064515
0.0243783,0.0295566,0.032368,0.0256453,0.16529295239652383,0.09010605412939764,0.08257717757601754
